Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Age at enrollment,Scholarship holder,Gender,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Tuition fees up to date,Debtor,Daytime/evening attendance,Previous qualification,Target
17,17,14,10.642857142857142,12,12,12,10.666666666666666,35,0,1,22,27,10,10,1,0,1,1,1,1,Dropout
6,10,2,11.0,6,12,0,0.0,32,0,1,22,20,1,5,0,0,0,0,1,1,Dropout
6,6,6,16.833333333333332,6,6,6,16.666666666666668,20,0,1,3,10,3,10,1,0,1,0,1,1,Graduate
6,8,6,13.571428571428571,6,9,5,13.2,36,0,1,22,27,10,10,0,0,1,0,1,1,Graduate
5,11,5,14.714285714285714,5,14,5,14.375,34,1,1,23,14,10,11,0,0,1,1,0,12,Graduate
5,8,0,0.0,5,5,0,0.0,21,0,1,23,14,1,3,1,0,1,0,1,1,Dropout
5,14,1,10.0,5,14,1,11.0,42,1,1,22,14,4,11,0,0,1,0,0,1,Dropout
6,15,1,11.0,6,13,4,11.75,25,0,1,22,14,10,8,0,0,1,0,1,12,Dropout
6,6,1,11.0,6,0,0,0.0,18,1,1,23,28,7,8,1,0,1,0,1,1,Dropout
6,6,5,12.0,6,6,6,12.833333333333334,18,1,1,13,28,10,10,0,0,1,0,1,1,Graduate
6,10,6,11.125,6,7,6,11.857142857142858,19,0,1,23,14,10,8,1,0,1,0,1,1,Graduate
6,13,3,11.333333333333334,6,8,2,11.5,34,0,1,3,14,5,7,0,0,0,1,1,1,Dropout
6,15,2,12.0,6,12,0,0.0,20,0,1,1,1,10,10,0,0,1,0,1,1,Dropout
7,8,0,0.0,7,7,0,0.0,20,0,1,22,27,8,8,0,0,1,0,1,1,Dropout
8,8,7,14.54,8,8,7,14.54,21,0,1,13,14,5,10,0,0,1,0,1,1,Graduate
6,9,6,12.166666666666666,6,14,4,13.0,19,0,1,1,14,4,11,1,0,1,0,1,14,Graduate
5,13,4,13.5,5,12,3,11.666666666666666,31,0,1,1,1,5,5,0,0,0,1,1,1,Dropout
6,8,6,14.75,6,9,5,14.333333333333334,21,0,1,1,27,5,6,0,0,1,0,1,1,Graduate
5,8,5,12.375,5,7,5,11.666666666666666,20,1,1,23,28,10,10,0,0,1,0,1,1,Graduate
6,7,6,12.733333333333334,7,8,6,12.733333333333334,22,0,1,1,14,5,11,0,0,1,0,1,1,Graduate
6,9,4,12.5,6,6,0,0.0,19,0,1,13,14,4,4,1,1,0,0,1,1,Dropout
5,5,0,0.0,5,5,0,0.0,41,0,1,1,1,12,2,1,0,0,1,1,1,Dropout
7,7,0,0.0,7,7,0,0.0,27,0,1,19,24,1,1,1,0,1,0,1,12,Dropout
7,7,7,13.44285714285714,8,8,7,13.771428571428572,19,0,0,1,1,5,11,0,0,1,0,1,1,Dropout
8,8,8,14.2,8,8,8,14.2,20,1,0,1,1,5,4,1,0,1,0,1,1,Graduate
7,7,6,13.55,7,7,6,13.55,19,1,0,23,27,6,10,1,0,1,0,1,6,Graduate
5,8,6,11.6,5,8,5,11.166666666666666,18,0,0,22,27,10,10,0,0,1,0,0,1,Graduate
6,7,6,13.571428571428571,6,7,6,15.285714285714286,22,0,0,13,10,8,4,1,0,1,0,1,1,Graduate
6,6,6,13.833333333333334,6,6,6,15.0,20,1,0,1,14,6,8,1,0,1,0,1,1,Graduate
6,7,4,11.25,6,9,4,10.857142857142858,18,0,0,22,28,10,10,1,0,0,1,1,1,Dropout
6,7,5,10.2,6,9,4,11.25,18,1,0,22,27,10,10,1,0,1,0,1,1,Graduate
8,8,7,15.675714285714283,8,8,7,15.675714285714283,30,0,0,1,27,10,6,0,0,1,0,1,3,Graduate
6,9,6,10.833333333333334,6,8,6,12.0,18,1,0,23,28,10,8,0,0,1,1,1,1,Graduate
6,6,6,14.5,6,7,5,15.0,20,1,0,13,14,8,9,1,0,1,0,1,1,Enrolled
6,12,4,10.4,6,11,4,10.75,19,1,0,13,28,10,10,0,1,1,0,1,1,Enrolled
5,7,5,13.0,5,7,5,13.333333333333334,19,0,0,23,28,6,4,0,0,1,0,1,1,Graduate
7,7,7,12.242857142857144,8,8,8,14.125,21,1,0,1,28,4,9,1,0,1,0,1,1,Graduate
7,7,7,13.0,7,8,6,12.5,21,0,0,1,14,20,41,1,0,1,1,1,1,Enrolled
6,6,6,14.166666666666666,6,7,6,13.428571428571429,18,0,0,1,1,10,10,1,0,1,0,1,1,Enrolled
5,11,4,14.25,5,7,4,12.5,18,1,0,1,1,6,8,1,0,1,0,1,1,Graduate
5,14,1,12.0,5,11,2,10.5,35,0,0,22,27,12,12,0,0,0,0,1,1,Dropout
7,11,4,13.25,7,9,5,13.82,21,0,0,1,1,10,7,1,0,1,0,1,1,Enrolled
7,8,6,13.183333333333332,7,7,6,13.183333333333332,18,0,1,23,27,10,8,1,0,1,0,1,1,Graduate
6,6,1,11.0,6,6,0,0.0,22,0,1,13,1,6,6,1,0,1,0,1,1,Enrolled
7,8,7,11.9725,8,8,8,12.65125,20,1,1,23,1,10,7,1,0,1,0,1,1,Graduate
6,7,5,12.4,6,8,5,12.8,34,0,0,22,27,5,8,1,0,1,0,1,1,Graduate
8,9,5,12.6,7,13,5,11.25,33,0,0,22,27,10,10,0,0,1,0,1,3,Enrolled
7,7,6,13.9,7,7,6,13.9,22,1,0,22,28,10,10,1,0,1,0,1,1,Graduate
6,11,4,11.5,6,12,3,11.0,20,1,0,22,27,10,7,1,0,1,0,1,1,Enrolled
5,6,4,14.2,5,10,4,11.857142857142858,35,0,0,22,27,7,11,0,0,1,0,1,1,Enrolled
5,12,3,10.666666666666666,5,15,3,10.666666666666666,39,0,0,23,27,5,8,1,0,0,0,1,1,Dropout
7,14,0,0.0,8,0,0,0.0,19,0,0,23,27,10,6,1,0,0,0,1,1,Dropout
6,10,6,11.0,6,14,3,11.333333333333334,36,1,0,22,27,10,9,0,0,1,0,1,1,Graduate
8,8,7,13.957142857142856,8,8,7,13.957142857142856,21,1,0,22,27,10,10,1,0,1,0,1,1,Graduate
6,11,4,12.5,6,13,3,13.666666666666666,22,0,0,3,28,2,6,1,0,1,0,1,1,Enrolled
6,8,6,13.333333333333334,6,7,6,15.285714285714286,42,1,0,23,28,10,8,0,0,1,1,1,1,Graduate
5,5,0,0.0,5,6,0,0.0,34,0,0,22,27,12,12,1,0,1,0,1,1,Dropout
6,9,6,11.666666666666666,6,8,5,11.6,20,0,0,13,14,5,5,1,0,1,0,1,1,Enrolled
6,7,6,15.714285714285714,6,7,6,15.5,33,0,0,22,14,10,11,0,0,1,0,0,14,Graduate
6,8,5,11.0,6,9,5,11.4,20,0,0,1,14,10,7,1,0,1,0,1,1,Graduate
5,8,4,12.25,5,7,4,12.75,19,0,0,15,21,1,6,1,0,1,1,1,1,Graduate
10,25,5,12.2,9,18,8,12.22222222222222,34,0,0,22,14,10,5,0,0,1,1,0,3,Dropout
5,6,5,13.0,5,5,5,14.0,18,0,0,22,27,10,7,1,0,1,0,1,1,Graduate
6,11,4,12.0,6,7,6,13.0,24,1,0,23,27,7,7,0,0,1,0,0,1,Graduate
6,6,6,13.333333333333334,6,7,6,12.333333333333334,18,0,0,13,10,10,8,1,0,1,0,1,1,Graduate
5,6,3,13.0,5,7,3,13.0,20,0,0,22,27,11,7,1,0,1,0,1,1,Enrolled
8,8,7,12.91,8,8,7,12.91,21,0,0,1,1,5,4,1,0,1,0,1,1,Graduate
6,8,6,11.0,6,13,3,11.0,19,1,0,23,1,10,6,1,0,1,0,1,1,Graduate
7,8,6,13.579999999999998,8,8,8,12.93625,19,1,0,23,14,6,8,0,0,1,0,1,1,Graduate
6,10,4,12.4,6,8,6,12.5,18,1,0,13,14,6,6,1,0,1,0,1,1,Graduate
9,13,8,12.88888888888889,7,9,7,13.0,38,1,0,22,27,6,6,0,0,1,0,0,1,Graduate
12,12,11,11.545454545454543,11,18,9,11.7,21,0,1,13,14,6,5,1,0,1,1,1,1,Enrolled
5,6,1,10.0,5,5,0,0.0,23,0,1,1,5,10,11,1,0,1,0,1,1,Enrolled
6,8,6,14.34125,8,8,8,14.34125,19,0,0,13,1,5,4,1,0,1,0,1,1,Graduate
6,8,6,14.142857142857142,6,6,5,12.0,18,0,0,23,27,6,4,1,0,0,1,1,1,Dropout
6,0,0,0.0,0,0,0,0.0,18,1,0,13,27,6,6,1,0,1,0,1,1,Graduate
6,10,5,11.8,6,13,4,11.25,24,0,0,13,14,10,7,1,0,1,0,1,1,Enrolled
6,6,6,13.333333333333334,6,6,6,14.166666666666666,18,1,0,1,1,6,10,0,0,1,0,1,1,Graduate
10,13,8,12.666666666666666,10,12,10,13.4,26,0,0,13,14,8,4,0,0,1,0,0,15,Graduate
5,13,1,10.0,5,8,2,0.0,19,0,0,1,27,10,10,1,0,1,0,1,1,Enrolled
6,10,0,0.0,6,6,0,0.0,19,1,0,23,28,10,10,1,0,1,0,1,1,Dropout
6,12,4,11.0,6,6,4,12.5,19,0,0,23,27,6,6,0,0,1,0,1,1,Enrolled
5,10,2,12.0,5,9,4,11.0,20,0,0,22,27,10,10,1,0,1,1,1,1,Dropout
6,10,4,10.0,6,12,2,13.5,22,0,0,13,14,10,10,1,0,1,0,1,1,Enrolled
7,7,7,14.20857142857143,8,9,8,15.127777777777778,19,0,0,13,1,6,6,1,0,1,0,1,1,Graduate
7,7,7,14.30714285714286,8,8,8,15.0125,20,0,0,3,1,6,11,1,0,1,0,1,1,Graduate
5,8,3,11.0,5,12,4,13.375,36,0,0,22,27,6,6,0,0,1,0,1,1,Enrolled
7,14,0,0.0,6,6,0,0.0,29,0,0,13,4,10,5,1,0,1,0,1,12,Dropout
6,10,6,12.0,6,12,4,11.0,19,0,0,3,3,3,3,1,0,1,0,1,1,Graduate
5,0,0,0.0,5,0,0,0.0,24,0,0,1,1,5,9,0,0,0,1,1,1,Dropout
6,6,0,0.0,6,7,0,0.0,18,0,0,1,1,10,9,0,0,0,0,1,1,Graduate
6,7,6,13.857142857142858,6,7,6,14.285714285714286,18,1,0,22,27,10,9,1,0,1,0,1,1,Graduate
0,0,0,0.0,0,0,0,0.0,18,1,0,3,1,3,7,1,0,1,0,1,1,Graduate
7,0,0,0.0,7,0,0,0.0,21,0,0,23,27,4,8,1,0,1,0,1,1,Dropout
6,8,5,0.0,6,9,6,0.0,43,0,0,22,14,10,5,0,0,1,0,1,1,Graduate
5,9,5,13.2,5,13,5,14.4,18,1,0,1,14,10,11,0,0,1,0,1,1,Graduate
6,7,6,13.5,6,6,3,15.333333333333334,21,1,0,22,27,10,10,1,0,1,0,1,1,Dropout
5,5,0,0.0,5,0,0,0.0,26,0,0,6,19,2,8,0,0,1,0,1,3,Dropout
8,8,7,14.214285714285714,8,8,7,14.214285714285714,19,1,0,1,14,10,5,1,0,1,0,1,1,Graduate
5,5,5,13.0,5,5,5,12.4,18,0,0,22,9,12,12,0,0,1,0,1,1,Graduate
6,13,2,12.0,6,14,1,10.0,22,0,0,3,2,3,2,1,0,1,0,1,1,Dropout
7,0,0,0.0,8,0,0,0.0,27,0,0,1,14,5,11,1,0,1,0,1,12,Dropout
5,6,5,12.8,5,6,5,12.6,18,0,0,23,14,10,11,1,0,1,0,1,1,Graduate
5,11,4,13.6,5,9,4,12.2,19,0,0,22,28,8,10,0,0,1,0,1,1,Graduate
7,7,7,13.971428571428572,8,8,8,15.75,18,0,0,13,14,4,11,1,0,1,0,1,1,Graduate
6,8,6,15.0,6,9,6,14.857142857142858,19,1,0,23,27,5,5,0,0,1,0,1,1,Graduate
6,0,0,0.0,6,0,0,0.0,32,0,0,22,27,10,10,0,0,0,0,1,1,Dropout
26,27,26,15.07777777777778,17,17,17,15.023529411764704,23,0,0,22,1,10,5,1,0,1,0,1,1,Graduate
7,7,6,13.383333333333333,7,7,6,13.383333333333333,20,0,0,22,27,5,4,1,0,1,0,1,1,Graduate
12,12,12,13.25,11,16,10,13.090909090909092,20,0,0,13,28,6,6,1,0,1,1,1,1,Graduate
6,10,5,11.714285714285714,6,13,2,10.666666666666666,19,0,0,13,14,5,6,1,0,0,1,1,1,Dropout
8,8,8,13.01125,6,8,8,0.0,18,1,0,1,14,10,6,1,0,1,0,1,1,Graduate
6,12,3,10.666666666666666,6,12,4,12.0,21,0,0,13,14,10,5,0,0,1,0,1,14,Dropout
7,14,0,0.0,7,15,0,0.0,20,1,0,1,14,10,10,0,0,1,0,1,1,Enrolled
5,5,5,12.0,5,7,5,11.4,26,0,0,22,27,10,10,0,0,1,0,0,14,Graduate
6,6,6,12.166666666666666,6,7,5,13.8,20,0,0,22,27,4,4,1,0,1,0,1,1,Graduate
7,10,6,11.85,8,10,7,13.65,19,0,0,13,28,6,4,1,0,1,0,1,1,Graduate
5,8,4,11.0,5,6,5,11.2,31,0,0,22,27,10,10,0,0,1,0,0,1,Graduate
7,9,7,12.327777777777778,8,10,8,11.736,20,1,0,1,14,10,8,1,0,1,1,1,1,Graduate
5,9,4,12.0,5,10,5,13.428571428571429,20,0,0,13,28,8,8,1,0,1,0,1,1,Graduate
7,7,7,14.428571428571429,8,9,8,14.511111111111113,21,0,0,22,27,6,6,1,0,1,0,1,1,Graduate
7,7,7,13.78,8,8,8,12.6125,18,0,0,13,14,10,8,1,0,1,0,1,1,Graduate
7,7,6,13.8,7,7,6,13.8,19,1,0,22,1,10,5,1,0,1,0,1,1,Graduate
7,7,7,14.857142857142858,7,7,7,15.142857142857142,18,1,0,13,14,4,8,1,0,1,0,1,1,Graduate
6,8,5,13.0,6,7,5,12.6,40,0,0,13,14,8,10,0,0,1,0,1,13,Enrolled
6,7,6,12.142857142857142,6,6,6,13.333333333333334,18,1,0,1,28,5,8,0,0,1,0,1,1,Graduate
6,7,6,15.666666666666666,6,6,6,14.833333333333334,18,0,0,25,4,3,3,1,0,1,0,1,1,Graduate
7,13,5,12.5,8,14,7,12.166666666666666,19,0,0,1,14,5,4,1,0,1,0,1,1,Graduate
6,7,6,12.833333333333334,6,6,6,13.166666666666666,19,1,0,23,28,10,8,0,0,1,0,1,1,Graduate
6,6,0,0.0,6,7,0,0.0,28,0,0,23,28,10,7,0,0,0,1,1,1,Dropout
6,6,6,12.5,6,6,6,12.666666666666666,20,0,0,22,28,10,9,1,0,1,0,1,1,Graduate
6,14,4,11.25,6,9,5,13.0,18,0,0,22,27,10,10,1,0,1,0,1,1,Graduate
7,7,6,15.25,7,7,6,15.25,18,0,0,1,1,5,4,1,0,1,0,1,1,Graduate
5,13,5,14.0,5,10,3,12.0,20,1,0,13,27,10,10,1,0,1,0,1,1,Graduate
16,16,13,12.076923076923077,13,13,11,12.090909090909092,28,0,0,23,14,10,5,0,0,1,1,1,1,Graduate
16,17,16,14.625,10,12,9,14.88888888888889,23,0,0,28,1,25,26,0,0,1,0,1,1,Graduate
7,10,4,10.5,7,7,2,10.5,19,0,0,13,27,6,6,1,0,1,0,1,1,Dropout
6,8,6,12.833333333333334,6,6,6,12.166666666666666,18,1,0,1,14,24,36,1,0,1,0,1,1,Graduate
6,6,6,12.5,6,7,5,11.8,20,1,0,22,27,10,10,0,0,0,1,1,1,Graduate
12,8,12,11.23076923076923,11,18,9,12.77777777777778,18,0,0,3,1,3,5,1,0,1,0,1,1,Graduate
5,5,2,10.5,5,5,0,0.0,27,0,0,22,27,10,10,0,0,1,0,0,1,Dropout
6,11,3,12.0,6,13,2,12.0,18,0,0,1,1,10,10,1,0,1,0,1,1,Dropout
7,10,7,10.985714285714286,8,11,8,12.3,37,1,0,13,14,5,7,0,0,1,0,1,12,Graduate
7,10,5,12.62,7,11,3,14.166666666666666,42,0,0,13,14,5,7,0,0,0,0,1,15,Dropout
7,8,6,13.0,8,8,8,0.0,20,0,0,1,28,5,9,1,0,1,0,1,1,Graduate
5,5,0,0.0,5,5,0,0.0,34,0,1,19,24,10,10,0,0,0,0,1,1,Dropout
5,0,0,0.0,5,0,0,0.0,22,0,1,3,3,4,3,1,0,1,0,1,1,Dropout
6,6,6,13.5,6,6,6,13.333333333333334,39,0,1,13,14,10,6,0,0,1,0,1,12,Graduate
7,7,6,13.516666666666666,7,7,6,13.516666666666666,18,1,1,22,27,10,10,1,0,1,0,1,1,Graduate
6,6,6,13.166666666666666,6,8,6,13.285714285714286,21,1,1,22,27,10,10,1,0,1,0,1,1,Graduate
6,0,0,0.0,6,0,0,0.0,34,0,1,22,27,12,11,0,0,1,0,1,1,Dropout
6,8,6,13.125,6,10,6,13.0,22,1,1,22,27,10,10,0,0,1,0,1,14,Graduate
6,15,3,0.0,6,20,6,0.0,31,0,1,1,27,10,10,0,0,1,0,1,1,Dropout
6,10,4,12.0,6,12,0,0.0,19,0,1,23,27,6,10,1,0,0,0,1,1,Dropout
5,5,0,0.0,5,10,0,0.0,19,0,1,23,1,6,10,0,0,1,0,1,1,Dropout
7,7,0,0.0,7,7,0,0.0,31,0,1,22,27,10,11,0,0,1,0,1,12,Dropout
5,15,3,10.8,5,6,3,10.5,19,0,0,13,28,6,7,1,0,1,0,1,1,Enrolled
6,0,0,0.0,6,0,0,0.0,30,0,0,22,14,10,10,0,0,1,0,1,1,Dropout
7,7,7,16.13142857142857,8,9,8,15.52222222222222,20,1,0,22,28,4,4,1,0,1,0,1,1,Graduate
7,7,7,14.838571428571427,8,9,8,14.8,18,1,0,13,28,8,8,1,0,1,0,1,1,Graduate
5,7,3,10.333333333333334,5,6,3,12.0,31,0,0,22,27,6,6,0,0,1,0,0,1,Dropout
6,11,6,12.0,6,11,4,0.0,19,0,0,13,1,10,10,1,0,1,0,1,1,Dropout
6,6,0,0.0,5,5,0,0.0,43,1,0,22,27,10,8,0,0,1,0,0,1,Dropout
6,6,6,13.166666666666666,6,6,6,14.0,20,1,0,23,28,10,9,1,0,1,0,1,1,Graduate
8,8,8,13.9475,8,8,8,13.9475,19,1,0,1,1,6,10,1,0,1,0,1,1,Graduate
8,11,7,12.75,7,7,7,12.285714285714286,26,0,0,3,1,2,8,0,0,1,0,0,1,Graduate
5,6,5,12.6,5,8,5,11.25,19,1,0,13,14,6,9,1,0,1,0,1,1,Graduate
8,8,6,12.25,8,8,6,12.25,29,0,0,13,3,5,3,1,0,1,0,1,3,Dropout
5,8,5,11.0,5,7,5,11.4,38,1,0,22,27,10,8,0,0,1,0,0,1,Enrolled
12,17,12,11.833333333333334,12,22,9,12.7,41,0,0,22,27,10,6,0,0,1,0,1,1,Graduate
8,10,6,13.066666666666668,8,10,6,13.066666666666668,19,0,0,13,28,5,10,1,0,1,0,1,1,Dropout
6,6,6,13.833333333333334,6,8,6,13.875,19,0,0,1,27,5,10,0,0,1,1,1,1,Graduate
7,7,3,13.833333333333334,7,7,0,0.0,43,0,0,3,14,3,4,0,0,1,0,1,3,Dropout
5,5,6,11.8,5,8,5,13.2,19,0,0,1,27,10,8,1,0,1,0,1,1,Graduate
12,12,12,13.333333333333334,11,15,10,12.818181818181818,19,1,1,13,28,10,9,1,0,1,0,1,1,Enrolled
8,8,8,13.74625,8,8,8,13.74625,18,0,1,2,14,4,10,1,0,1,0,1,1,Graduate
0,0,0,0.0,0,0,0,0.0,19,0,1,3,3,3,3,1,0,1,0,1,1,Dropout
6,0,0,0.0,6,0,0,0.0,38,0,1,19,24,1,1,0,0,1,0,0,12,Dropout
6,6,6,13.333333333333334,6,10,5,14.5,26,1,0,1,14,5,11,1,0,1,0,1,1,Graduate
6,8,1,10.0,6,13,5,11.4,21,1,0,22,27,10,10,1,0,1,0,1,1,Enrolled
6,7,6,15.666666666666666,6,8,6,15.285714285714286,18,1,0,1,14,10,10,1,0,1,0,1,1,Graduate
7,9,7,11.857142857142858,7,7,7,11.857142857142858,18,0,0,3,14,3,4,0,0,1,0,1,1,Graduate
5,12,5,14.5,5,5,5,13.6,18,0,0,3,1,3,5,0,0,1,0,1,1,Graduate
6,6,6,12.166666666666666,6,7,6,13.714285714285714,19,0,0,23,1,10,5,0,0,1,0,1,1,Graduate
6,6,5,12.6,6,8,6,12.0,18,0,0,13,14,10,10,1,0,1,0,1,1,Graduate
8,12,7,12.285714285714286,8,12,7,12.285714285714286,18,0,0,2,28,4,9,1,0,1,0,1,1,Enrolled
6,6,6,12.666666666666666,6,7,6,13.0,19,1,0,23,28,29,44,0,0,1,1,1,1,Graduate
7,0,0,0.0,8,0,0,0.0,19,0,0,13,28,8,9,0,0,1,0,1,1,Dropout
6,7,6,12.857142857142858,6,10,4,13.0,18,1,0,13,1,10,9,1,0,1,0,1,1,Graduate
8,8,7,13.9,8,8,7,13.9,18,0,0,1,1,10,11,0,0,1,0,1,1,Graduate
8,8,7,13.817142857142857,8,8,7,13.817142857142857,20,1,0,23,27,10,8,1,0,1,0,1,1,Graduate
7,10,6,13.314285714285717,8,10,7,12.875,22,1,0,1,14,5,6,0,0,1,0,1,16,Graduate
6,0,0,0.0,6,0,0,0.0,18,0,0,19,1,1,1,0,0,1,0,1,1,Dropout
6,6,6,12.166666666666666,6,6,6,12.166666666666666,19,1,0,23,14,8,8,1,0,1,0,1,1,Graduate
6,12,4,11.25,6,12,3,11.333333333333334,20,1,0,22,27,10,10,1,0,0,0,1,1,Dropout
6,6,5,12.4,6,8,6,12.75,19,0,0,2,3,4,3,0,0,1,0,1,1,Enrolled
6,6,6,14.666666666666666,6,7,6,14.571428571428571,20,1,0,22,27,6,6,1,1,1,0,1,1,Graduate
6,15,6,12.0,6,14,4,12.0,28,0,0,3,27,10,10,0,0,1,0,1,1,Dropout
6,8,6,14.0,6,18,3,12.666666666666666,19,0,0,1,1,31,14,0,0,1,0,1,1,Graduate
6,10,6,12.571428571428571,6,12,4,13.666666666666666,22,0,0,13,1,6,6,0,0,1,0,1,14,Enrolled
6,14,6,15.538461538461538,6,9,6,12.625,19,0,0,1,3,10,2,1,0,1,0,1,1,Graduate
6,0,0,0.0,6,8,0,0.0,18,0,0,13,27,6,6,1,0,0,0,1,1,Dropout
6,6,6,15.0,6,6,6,14.833333333333334,18,0,0,5,33,3,3,1,0,1,0,1,1,Graduate
5,11,4,12.25,5,9,5,13.285714285714286,22,0,0,2,1,3,4,1,0,1,0,1,1,Graduate
11,13,11,15.692307692307692,9,9,9,15.555555555555555,20,0,0,1,14,5,8,0,0,1,0,1,16,Graduate
5,7,5,12.285714285714286,5,9,5,12.75,24,1,0,1,27,10,8,0,0,1,0,0,1,Graduate
17,19,12,11.833333333333334,17,22,11,11.25,22,0,0,1,28,10,10,1,0,1,1,1,1,Enrolled
6,6,6,12.166666666666666,6,7,5,14.0,20,0,0,23,14,6,5,0,0,1,0,0,1,Enrolled
7,10,7,11.88888888888889,8,10,8,11.95625,20,1,0,13,28,10,10,1,0,1,0,1,1,Graduate
6,0,0,0.0,6,0,0,0.0,35,0,0,23,1,10,10,0,0,0,0,0,3,Dropout
5,6,5,11.8,5,5,5,12.6,18,1,0,1,1,6,8,0,0,1,0,1,1,Graduate
6,7,6,11.166666666666666,6,9,6,11.666666666666666,19,0,0,2,3,4,4,1,0,1,0,1,1,Graduate
7,7,7,14.05714285714286,8,9,8,14.6,18,0,0,3,3,4,4,0,0,1,0,1,1,Graduate
6,10,4,11.75,6,13,4,10.0,18,0,0,1,28,5,10,1,0,1,0,1,1,Dropout
6,6,6,13.166666666666666,6,8,6,13.0,31,0,0,1,2,5,7,0,0,1,0,1,12,Enrolled
6,7,6,13.5,6,7,6,14.0,19,1,0,13,14,6,8,0,0,1,0,1,1,Graduate
7,10,7,12.625,8,8,8,13.0625,20,1,0,23,27,5,10,1,0,1,0,1,1,Graduate
6,0,0,0.0,6,0,0,0.0,21,0,0,13,28,6,8,0,0,1,0,1,1,Dropout
8,8,7,13.971428571428572,8,8,7,13.971428571428572,18,1,0,13,28,10,8,1,0,1,0,1,1,Graduate
6,7,2,11.0,6,0,0,0.0,18,0,0,19,1,6,8,1,0,1,0,1,1,Dropout
5,8,5,12.8,5,6,6,15.333333333333334,33,0,0,23,14,5,9,0,0,1,0,0,1,Graduate
6,8,6,13.571428571428571,6,6,5,12.8,18,1,0,22,27,10,8,1,0,1,0,1,1,Enrolled
0,0,0,0.0,0,0,0,0.0,18,1,0,22,27,8,10,1,0,0,0,1,1,Dropout
5,9,2,11.5,5,13,4,11.0,21,0,0,22,27,10,7,0,0,1,1,1,1,Enrolled
6,8,4,11.25,6,8,4,12.0,19,0,0,22,14,6,6,1,0,1,0,1,1,Enrolled
5,7,5,13.714285714285714,5,7,5,13.142857142857142,28,0,0,3,14,3,4,0,0,1,0,0,3,Graduate
4,4,0,0.0,5,0,0,0.0,29,0,0,1,14,10,10,0,0,0,0,1,1,Dropout
6,9,6,12.0,6,8,3,14.666666666666666,36,0,0,1,27,4,4,1,0,0,1,1,14,Dropout
6,7,6,12.666666666666666,6,7,6,13.333333333333334,32,1,0,22,27,10,8,0,0,1,0,0,12,Graduate
8,11,7,13.29,8,11,7,13.29,18,0,0,1,27,6,10,1,0,1,0,1,1,Graduate
10,15,8,10.375,10,13,9,10.444444444444445,33,0,0,22,27,4,11,0,0,1,0,0,1,Enrolled
7,13,3,12.0,7,15,1,13.0,34,0,0,19,24,1,1,0,0,0,0,0,10,Dropout
6,10,5,11.4,6,7,6,11.166666666666666,33,0,0,19,24,1,1,0,0,1,0,0,1,Graduate
5,15,2,13.25,5,12,3,12.6,29,0,0,22,28,10,9,0,0,0,1,0,1,Dropout
7,7,6,13.861666666666666,8,16,0,0.0,18,0,0,1,1,5,11,0,0,1,0,1,1,Dropout
6,6,6,12.166666666666666,6,8,6,12.142857142857142,18,0,0,22,28,10,8,0,0,1,0,1,1,Graduate
6,17,4,13.75,6,15,6,14.5,38,0,0,22,14,5,6,0,0,1,0,1,3,Graduate
6,6,6,13.833333333333334,6,6,6,15.5,39,1,0,22,27,10,10,0,0,1,0,0,12,Graduate
14,21,12,11.833333333333334,12,15,11,11.363636363636363,37,0,0,22,27,10,10,0,0,1,0,0,3,Graduate
7,7,0,0.0,8,8,0,0.0,32,0,0,22,27,6,6,1,0,1,0,1,1,Dropout
1,1,0,0.0,6,0,0,0.0,18,0,0,23,24,5,1,0,0,1,0,1,1,Dropout
7,9,7,12.333333333333334,8,8,8,12.625,20,0,0,1,1,5,9,1,1,1,0,1,1,Enrolled
6,6,6,11.166666666666666,6,6,6,12.166666666666666,20,0,0,22,27,10,10,1,0,1,0,1,1,Graduate
6,6,6,14.666666666666666,6,8,6,12.428571428571429,23,1,0,22,27,10,10,1,0,1,0,1,1,Graduate
5,5,6,11.2,5,8,6,11.75,18,0,0,1,14,5,10,1,0,1,0,1,1,Enrolled
6,9,6,13.714285714285714,6,6,6,14.166666666666666,18,0,0,22,28,10,11,0,0,1,0,1,1,Graduate
5,5,5,12.8,5,10,5,11.444444444444445,19,0,1,23,14,10,10,1,0,1,0,1,1,Graduate
6,9,4,13.25,6,11,5,11.8,20,0,0,1,28,6,8,1,0,1,0,1,1,Graduate
8,10,6,13.78,8,10,6,13.78,19,0,0,22,14,10,8,1,0,1,0,1,1,Dropout
8,8,7,15.11,8,8,7,15.11,19,0,0,22,28,5,6,1,0,1,0,1,1,Graduate
6,10,4,11.0,6,8,5,11.2,18,0,0,1,14,5,6,0,0,1,0,1,1,Graduate
8,8,7,15.798571428571426,8,8,7,15.798571428571426,20,1,0,23,14,10,6,1,0,1,0,1,1,Graduate
7,7,7,13.775714285714288,8,8,8,15.599999999999998,20,0,0,13,27,10,10,1,0,1,0,1,1,Graduate
8,11,7,12.16,8,11,7,12.16,24,0,0,23,27,8,8,1,0,1,0,1,1,Graduate
7,0,0,0.0,7,0,0,0.0,24,0,0,23,27,8,8,1,0,1,0,1,1,Dropout
